name,address,type,lat,lon
"Private Collection Points (e.g. housing estates, shopping centres)",Monte Carlton,Basic,22.343194,114.15633
"Private Collection Points (e.g. housing estates, shopping centres)",8-10 Caldecott Road,Basic,22.344078,114.147408
"Private Collection Points (e.g. housing estates, shopping centres)",Charming Garden,Basic,22.314212,114.163304
"Private Collection Points (e.g. housing estates, shopping centres)",Lockoo Garden,Basic,22.34038,114.176758
"Private Collection Points (e.g. housing estates, shopping centres)",Victoria Skye,Basic,22.310615,114.175633
"Private Collection Points (e.g. housing estates, shopping centres)",Fulrich Garden,Basic,22.316242,114.221453
"Private Collection Points (e.g. housing estates, shopping centres)",Nam Hong Building,Basic,22.318239,114.220551
"Private Collection Points (e.g. housing estates, shopping centres)",Ying Ming Court,Basic,22.326237,114.257452
"Private Collection Points (e.g. housing estates, shopping centres)",Wealthy Court,Basic,22.290606,114.201488
"Private Collection Points (e.g. housing estates, shopping centres)",Po Garden,Basic,22.274184,114.155755
"Private Collection Points (e.g. housing estates, shopping centres)",Hillview Court,Basic,22.336987,114.239595
"Private Collection Points (e.g. housing estates, shopping centres)",Greenwood Terrace,Basic,22.391301,114.187028
"Private Collection Points (e.g. housing estates, shopping centres)",Springfield Garden,Basic,22.381129,114.198971
"Private Collection Points (e.g. housing estates, shopping centres)",Broadview Court,Basic,22.242757,114.165455
"Private Collection Points (e.g. housing estates, shopping centres)",South Wave Court,Basic,22.244573,114.166097
"Private Collection Points (e.g. housing estates, shopping centres)",Chung King Mansions,Basic,22.296584,114.172481
"Private Collection Points (e.g. housing estates, shopping centres)",Kai Tak Garden,Basic,22.337475,114.195229
"Private Collection Points (e.g. housing estates, shopping centres)",Wylie Court,Basic,22.307852,114.178923
"Private Collection Points (e.g. housing estates, shopping centres)",Lung Yan Court,Basic,22.221428,114.205452
"Private Collection Points (e.g. housing estates, shopping centres)",Sea Crest Villa Phase 2,Basic,22.365931,114.055553
"Private Collection Points (e.g. housing estates, shopping centres)",Sea Crest Villa Phase 4,Basic,22.362218,114.049971
"Private Collection Points (e.g. housing estates, shopping centres)",Royal Sea Crest,Basic,22.362473,114.045207
"Private Collection Points (e.g. housing estates, shopping centres)",Allway Gardens,Basic,22.378323,114.10361
"Private Collection Points (e.g. housing estates, shopping centres)",Tuen Mun Town Plaza Phase 1(Residential),Basic,22.393929,113.976265
"Private Collection Points (e.g. housing estates, shopping centres)",Chi Lok Fa Yuen,Basic,22.38782,113.979081
"Private Collection Points (e.g. housing estates, shopping centres)",Po Lam Estate,Basic,22.325782,114.254916
"Private Collection Points (e.g. housing estates, shopping centres)",Broadview Villa,Basic,22.270032,114.187711
"Private Collection Points (e.g. housing estates, shopping centres)",Ventris Court,Basic,22.272463,114.18544
"Private Collection Points (e.g. housing estates, shopping centres)",Hoi Fu Court,Basic,22.316405,114.164363
"Private Collection Points (e.g. housing estates, shopping centres)",Golden Dragon Garden,Basic,22.319301,114.220988
"Private Collection Points (e.g. housing estates, shopping centres)",Sham Wan Towers,Basic,22.243719,114.158893
"Private Collection Points (e.g. housing estates, shopping centres)",The Ventris,Basic,22.271778,114.185107
"Private Collection Points (e.g. housing estates, shopping centres)",Haddon Court,Basic,22.281175,114.143963
"Private Collection Points (e.g. housing estates, shopping centres)",South Horizons,Basic,22.244,114.145614
"Private Collection Points (e.g. housing estates, shopping centres)",Tai Wo Estate,Basic,22.451654,114.161569
"Private Collection Points (e.g. housing estates, shopping centres)",Royal Jubilee,Basic,22.504923,114.128935
"Private Collection Points (e.g. housing estates, shopping centres)",Choi Po Court,Basic,22.50189,114.12472
"Private Collection Points (e.g. housing estates, shopping centres)",Park Garden,Basic,22.273425,114.193093
"Private Collection Points (e.g. housing estates, shopping centres)",Fortune Plaza,Basic,22.452486,114.167925
"Private Collection Points (e.g. housing estates, shopping centres)",Elegance Garden,Basic,22.444298,114.167464
"Private Collection Points (e.g. housing estates, shopping centres)",Savanna Garden,Basic,22.434266,114.182644
"Private Collection Points (e.g. housing estates, shopping centres)",Maiden Court,Basic,22.286494,114.197269
"Private Collection Points (e.g. housing estates, shopping centres)",Supermova Stand,Basic,22.28604,114.19212
"Private Collection Points (e.g. housing estates, shopping centres)",Rica Victoria,Basic,22.291527,114.197153
"Private Collection Points (e.g. housing estates, shopping centres)",Glory Rise,Basic,22.291207,114.19849
"Private Collection Points (e.g. housing estates, shopping centres)",Hilltop Mansion,Basic,22.28679,114.198889
"Private Collection Points (e.g. housing estates, shopping centres)",Shatin Plaza,Basic,22.383078,114.189266
"Private Collection Points (e.g. housing estates, shopping centres)",Shatin Centre,Basic,22.382413,114.190022
"Private Collection Points (e.g. housing estates, shopping centres)",Harvest Garden,Basic,22.384293,113.981344
"Private Collection Points (e.g. housing estates, shopping centres)",Jubilant Place,Basic,22.321773,114.18951
"Private Collection Points (e.g. housing estates, shopping centres)",Horae Place,Basic,22.321693,114.187919
"Private Collection Points (e.g. housing estates, shopping centres)",Marigold Gardens,Basic,22.328472,114.173904
"Private Collection Points (e.g. housing estates, shopping centres)",Pine Court,Basic,22.330392,114.173181
"Private Collection Points (e.g. housing estates, shopping centres)",Flora Villa,Basic,22.328299,114.172864
"Private Collection Points (e.g. housing estates, shopping centres)",8 Verbena Road,Basic,22.331304,114.174765
"Private Collection Points (e.g. housing estates, shopping centres)",Evelyn Towers,Basic,22.284632,114.196591
"Private Collection Points (e.g. housing estates, shopping centres)",Rockford Mansion & Clifford Mansion,Basic,22.342923,114.182545
"Private Collection Points (e.g. housing estates, shopping centres)",Nelson Court,Basic,22.316456,114.173677
"Private Collection Points (e.g. housing estates, shopping centres)",Tsap King Mansion,Basic,22.314117,114.228666
"Private Collection Points (e.g. housing estates, shopping centres)",Shing To Building,Basic,22.327543,114.167687
"Private Collection Points (e.g. housing estates, shopping centres)",Bayshore Apartments,Basic,22.248434,114.151847
"Private Collection Points (e.g. housing estates, shopping centres)",Marina Habitat,Basic,22.244173,114.154304
"Private Collection Points (e.g. housing estates, shopping centres)",Harmony Garden,Basic,22.26603,114.249098
"Private Collection Points (e.g. housing estates, shopping centres)",Fullview Garden,Basic,22.262524,114.252203
"Private Collection Points (e.g. housing estates, shopping centres)",Orion Courts,Basic,22.442851,114.029404
"Private Collection Points (e.g. housing estates, shopping centres)",Noble Place,Basic,22.404964,113.982598
"Private Collection Points (e.g. housing estates, shopping centres)",Kam Hing Building,Basic,22.398378,113.976995
"Private Collection Points (e.g. housing estates, shopping centres)",Coronet Court,Basic,22.434008,113.997341
"Private Collection Points (e.g. housing estates, shopping centres)",Beauty Court,Basic,22.433569,113.996784
"Private Collection Points (e.g. housing estates, shopping centres)",Villa Premiere,Basic,22.440291,114.034596
"Private Collection Points (e.g. housing estates, shopping centres)",Tsuen Wan Town Square,Basic,22.370605,114.117613
"Private Collection Points (e.g. housing estates, shopping centres)",Tsuen Wan Plaza (Residential),Basic,22.371153,114.111207
"Private Collection Points (e.g. housing estates, shopping centres)",Tsui Lai Garden,Basic,22.508069,114.129748
"Private Collection Points (e.g. housing estates, shopping centres)",Symphony Bay Villa Concerto,Basic,22.430864,114.250039
"Private Collection Points (e.g. housing estates, shopping centres)",Tsui Lam Estate,Basic,22.323919,114.248912
"Private Collection Points (e.g. housing estates, shopping centres)",Lung Fung Garden,Basic,22.502604,114.129894
"Private Collection Points (e.g. housing estates, shopping centres)",Royal Green,Basic,22.494772,114.126629
"Private Collection Points (e.g. housing estates, shopping centres)",Wisdom Court,Basic,22.280178,114.139475
"Private Collection Points (e.g. housing estates, shopping centres)",Luen Hong Apartments,Basic,22.282257,114.1275
"Private Collection Points (e.g. housing estates, shopping centres)",18 Tung Shan Terrace,Basic,22.268273,114.180978
"Private Collection Points (e.g. housing estates, shopping centres)",Crescent Heights,Basic,22.26798,114.181353
"Private Collection Points (e.g. housing estates, shopping centres)",Notting Hill,Basic,22.267516,114.181882
"Private Collection Points (e.g. housing estates, shopping centres)",Dragon Centre,Basic,22.278646,114.193094
"Private Collection Points (e.g. housing estates, shopping centres)",Hollywood Terrace,Basic,22.283984,114.151323
"Private Collection Points (e.g. housing estates, shopping centres)",Sky Garden,Basic,22.325008,114.175931
"Private Collection Points (e.g. housing estates, shopping centres)",Grand Excelsior,Basic,22.32403,114.178028
"Private Collection Points (e.g. housing estates, shopping centres)",St. George Apartments,Basic,22.323735,114.177902
"Private Collection Points (e.g. housing estates, shopping centres)",Pokfulam Gardens,Basic,22.258119,114.1375
"Private Collection Points (e.g. housing estates, shopping centres)",Ting Nga Court,Basic,22.45493,114.167036
"Private Collection Points (e.g. housing estates, shopping centres)",Wan Tau Tong Estate,Basic,22.441708,114.165878
"Private Collection Points (e.g. housing estates, shopping centres)",Ficus Garden,Basic,22.39851,114.199892
"Private Collection Points (e.g. housing estates, shopping centres)",Hiu Tsui Court,Basic,22.263337,114.247172
"Private Collection Points (e.g. housing estates, shopping centres)",Yan Tsui Court,Basic,22.261103,114.237866
"Private Collection Points (e.g. housing estates, shopping centres)",Wing On Court,Basic,22.269229,114.195497
"Private Collection Points (e.g. housing estates, shopping centres)",Woodland Heights,Basic,22.263194,114.184574
"Private Collection Points (e.g. housing estates, shopping centres)",Nicholson Tower,Basic,22.262567,114.186582
"Private Collection Points (e.g. housing estates, shopping centres)",Leon Court,Basic,22.262211,114.186919
"Private Collection Points (e.g. housing estates, shopping centres)",Skyline Plaza,Basic,22.369756,114.11189
"Private Collection Points (e.g. housing estates, shopping centres)",Tsuen Tak Gardens,Basic,22.37659,114.10676
"Private Collection Points (e.g. housing estates, shopping centres)",Greenfield Garden,Basic,22.43704,114.06339
"Private Collection Points (e.g. housing estates, shopping centres)",Tsui Yiu Court,Basic,22.350644,114.131701
"Private Collection Points (e.g. housing estates, shopping centres)",Charming Garden,Basic,22.338553,114.152704
"Private Collection Points (e.g. housing estates, shopping centres)",Shing Loong Court,Basic,22.280889,114.192637
"Private Collection Points (e.g. housing estates, shopping centres)",Fu Kar Court,Basic,22.286901,114.195011
"Private Collection Points (e.g. housing estates, shopping centres)",Sui Wo Court,Basic,22.393877,114.194348
"Private Collection Points (e.g. housing estates, shopping centres)",Casa Bella,Basic,22.325085,114.271418
"Private Collection Points (e.g. housing estates, shopping centres)",Roc Ye Court,Basic,22.278919,114.152675
"Private Collection Points (e.g. housing estates, shopping centres)",Chun Wah Court,Basic,22.322721,114.217762
"Private Collection Points (e.g. housing estates, shopping centres)",Hip Way Towers,Basic,22.321138,114.226342
"Private Collection Points (e.g. housing estates, shopping centres)",Wah Kwai Estate,Basic,22.250104,114.140259
"Private Collection Points (e.g. housing estates, shopping centres)","Maywood Court, Kingswood Villas",Basic,22.461259,114.005734
"Private Collection Points (e.g. housing estates, shopping centres)",Evergreen Place,Basic,22.44074,114.013002
"Private Collection Points (e.g. housing estates, shopping centres)",Spring Seaview Terrace,Basic,22.373313,113.989137
"Private Collection Points (e.g. housing estates, shopping centres)",Peridot Court,Basic,22.366271,113.997985
"Private Collection Points (e.g. housing estates, shopping centres)",Aquamarine Garden,Basic,22.376366,113.982431
"Private Collection Points (e.g. housing estates, shopping centres)",Manhattan Plaza,Basic,22.441183,114.028973
"Private Collection Points (e.g. housing estates, shopping centres)",Grand Deco Tower,Basic,22.27697,114.193475
"Private Collection Points (e.g. housing estates, shopping centres)",Jupiter Terrace,Basic,22.286492,114.192118
"Private Collection Points (e.g. housing estates, shopping centres)",Hsin Kuang Centre,Basic,22.341969,114.196453
"Private Collection Points (e.g. housing estates, shopping centres)",Viking Villas,Basic,22.285769,114.194449
"Private Collection Points (e.g. housing estates, shopping centres)",The Vista,Basic,22.346085,114.198013
"Private Collection Points (e.g. housing estates, shopping centres)",Fung Chuen Court,Basic,22.344149,114.199811
"Private Collection Points (e.g. housing estates, shopping centres)",Po Lai Court,Basic,22.338153,114.158356
"Private Collection Points (e.g. housing estates, shopping centres)",Birchwood Place,Basic,22.275068,114.161043
"Private Collection Points (e.g. housing estates, shopping centres)",Lascar Court,Basic,22.285603,114.148973
"Private Collection Points (e.g. housing estates, shopping centres)",Belle House,Basic,22.285989,114.190685
"Private Collection Points (e.g. housing estates, shopping centres)",Po Wing Building,Basic,22.286977,114.192191
"Private Collection Points (e.g. housing estates, shopping centres)",Regency Park,Basic,22.350954,114.138362
"Private Collection Points (e.g. housing estates, shopping centres)",Yue On Court,Basic,22.242753,114.157755
"Private Collection Points (e.g. housing estates, shopping centres)",Parkway Court,Basic,22.28444,114.145484
"Private Collection Points (e.g. housing estates, shopping centres)",Clear Water Bay Apartments,Basic,22.336121,114.240574
"Private Collection Points (e.g. housing estates, shopping centres)",Yuk Ming Court,Basic,22.314494,114.267523
"Private Collection Points (e.g. housing estates, shopping centres)",Yu Ming Court,Basic,22.318378,114.266353
"Private Collection Points (e.g. housing estates, shopping centres)",Cheong Shing Court,Basic,22.483996,114.139025
"Private Collection Points (e.g. housing estates, shopping centres)",No. 15 Ho Man Tin Hill,Basic,22.315947,114.176706
"Private Collection Points (e.g. housing estates, shopping centres)",Carmel on The Hill,Basic,22.313762,114.179296
"Private Collection Points (e.g. housing estates, shopping centres)",Old Peak Mansion,Basic,22.277502,114.153239
"Private Collection Points (e.g. housing estates, shopping centres)",Laford Court,Basic,22.333635,114.18231
"Private Collection Points (e.g. housing estates, shopping centres)",Fook Yee Garden,Basic,22.326333,114.180042
"Private Collection Points (e.g. housing estates, shopping centres)",South Bay Garden,Basic,22.237361,114.200489
"Private Collection Points (e.g. housing estates, shopping centres)",Tropicana Court,Basic,22.237263,114.19993
"Private Collection Points (e.g. housing estates, shopping centres)",Abba House,Basic,22.248223,114.152909
"Private Collection Points (e.g. housing estates, shopping centres)",Beautiful Garden,Basic,22.454105,114.164334
"Private Collection Points (e.g. housing estates, shopping centres)",Wang Fuk Court,Basic,22.446376,114.176233
"Private Collection Points (e.g. housing estates, shopping centres)",Tin Oi Court,Basic,22.453768,113.998169
"Private Collection Points (e.g. housing estates, shopping centres)",Brilliant Garden,Basic,22.407967,113.979586
"Private Collection Points (e.g. housing estates, shopping centres)",Palatial Crest,Basic,22.280516,114.151087
"Private Collection Points (e.g. housing estates, shopping centres)",Ying Piu Mansion,Basic,22.283581,114.145842
"Private Collection Points (e.g. housing estates, shopping centres)",Wiseman Building,Basic,22.289862,114.19648
"Private Collection Points (e.g. housing estates, shopping centres)",The Palace,Basic,22.342005,114.183642
"Private Collection Points (e.g. housing estates, shopping centres)",Visalia Garden,Basic,22.275278,114.158438
"Private Collection Points (e.g. housing estates, shopping centres)",Kam Kin Mansion,Basic,22.282865,114.150389
"Private Collection Points (e.g. housing estates, shopping centres)",Shatin Park Stage 3,Basic,22.37983,114.198281
"Private Collection Points (e.g. housing estates, shopping centres)",Wai Wah Centre,Basic,22.380839,114.187207
"Private Collection Points (e.g. housing estates, shopping centres)",Tin Chung Court,Basic,22.461329,113.999301
"Private Collection Points (e.g. housing estates, shopping centres)",Tsuen Wan Centre Phase 1,Basic,22.37854,114.107968
"Private Collection Points (e.g. housing estates, shopping centres)",Manhattan Avenue,Basic,22.284647,114.151238
"Private Collection Points (e.g. housing estates, shopping centres)",Ellery Terrace,Basic,22.3165,114.178921
"Private Collection Points (e.g. housing estates, shopping centres)",The Crescent,Basic,22.316068,114.176278
"Private Collection Points (e.g. housing estates, shopping centres)",Homing Terrace,Basic,22.320849,114.190024
"Private Collection Points (e.g. housing estates, shopping centres)",Greenview Garden,Basic,22.370258,114.184134
"Private Collection Points (e.g. housing estates, shopping centres)",Arden Court,Basic,22.287128,114.196069
"Private Collection Points (e.g. housing estates, shopping centres)","Dragon Court, Dragon Terrace",Basic,22.281688,114.193298
"Private Collection Points (e.g. housing estates, shopping centres)",Bedford Gardens,Basic,22.289733,114.204556
"Private Collection Points (e.g. housing estates, shopping centres)",Winsome Park,Basic,22.280562,114.14955
"Private Collection Points (e.g. housing estates, shopping centres)",Scenic Heights,Basic,22.28183,114.147521
"Private Collection Points (e.g. housing estates, shopping centres)",Jardines Lookout Garden Mansion,Basic,22.268916,114.189805
"Private Collection Points (e.g. housing estates, shopping centres)",Pearl City Mansion,Basic,22.281037,114.186007
"Private Collection Points (e.g. housing estates, shopping centres)",Union Plaza,Basic,22.500297,114.141621
"Private Collection Points (e.g. housing estates, shopping centres)",Kam Ying Court (Phase 1),Basic,22.423394,114.23793
"Private Collection Points (e.g. housing estates, shopping centres)",Rhenish Mansion,Basic,22.284035,114.140994
"Private Collection Points (e.g. housing estates, shopping centres)",The Dahfuldy,Basic,22.314503,114.17586
"Private Collection Points (e.g. housing estates, shopping centres)",Greenfield Terrace,Basic,22.313514,114.176583
"Private Collection Points (e.g. housing estates, shopping centres)",Wing On Court,Basic,22.314271,114.176731
"Private Collection Points (e.g. housing estates, shopping centres)",Fairland Gardens,Basic,22.316903,114.17745
"Private Collection Points (e.g. housing estates, shopping centres)",Razor Park,Basic,22.337123,114.248311
"Private Collection Points (e.g. housing estates, shopping centres)",Kwong Lam Court,Basic,22.380476,114.21588
"Private Collection Points (e.g. housing estates, shopping centres)",Tsuen Wan Centre Phase 2,Basic,22.379011,114.108119
"Private Collection Points (e.g. housing estates, shopping centres)",Kornhill,Basic,22.282776,114.216486
"Private Collection Points (e.g. housing estates, shopping centres)",Mount Parker Lodge,Basic,22.281836,114.212933
"Private Collection Points (e.g. housing estates, shopping centres)",Lai Kwan Court,Basic,22.340445,114.154075
"Private Collection Points (e.g. housing estates, shopping centres)",Po Wing Building(Yee Kuk Street),Basic,22.329519,114.157981
"Private Collection Points (e.g. housing estates, shopping centres)",Hilltop Gardens,Basic,22.342075,114.211893
"Private Collection Points (e.g. housing estates, shopping centres)",Ying Wa Court,Basic,22.284877,114.142655
"Private Collection Points (e.g. housing estates, shopping centres)",Euston Court,Basic,22.284552,114.145019
"Private Collection Points (e.g. housing estates, shopping centres)",Marina Cove,Basic,22.356919,114.252618
"Private Collection Points (e.g. housing estates, shopping centres)",City Regalia,Basic,22.328852,114.159427
"Private Collection Points (e.g. housing estates, shopping centres)",Oceanic View,Basic,22.326841,114.160069
"Private Collection Points (e.g. housing estates, shopping centres)",Belleve Garden,Basic,22.318055,114.218926
"Private Collection Points (e.g. housing estates, shopping centres)",Connie Towers,Basic,22.319135,114.2227
"Private Collection Points (e.g. housing estates, shopping centres)",Hamden Court,Basic,22.319711,114.223082
"Private Collection Points (e.g. housing estates, shopping centres)",Flora Garden,Basic,22.286751,114.197705
"Private Collection Points (e.g. housing estates, shopping centres)",Hanking Court,Basic,22.287245,114.196781
"Private Collection Points (e.g. housing estates, shopping centres)",Shatin Park Stage 2,Basic,22.381136,114.196327
"Private Collection Points (e.g. housing estates, shopping centres)",Scenery Court,Basic,22.379532,114.186428
"Private Collection Points (e.g. housing estates, shopping centres)",Sai Kung Garden,Basic,22.382271,114.271498
"Private Collection Points (e.g. housing estates, shopping centres)",Lakeside Garden,Basic,22.37946,114.26958
"Private Collection Points (e.g. housing estates, shopping centres)",Asia Mansion,Basic,22.326341,114.168723
"Private Collection Points (e.g. housing estates, shopping centres)",Piccadilly Mansion,Basic,22.27966,114.140024
"Private Collection Points (e.g. housing estates, shopping centres)",Kellett Heights,Basic,22.263169,114.147872
"Private Collection Points (e.g. housing estates, shopping centres)",Hong Villa,Basic,22.272857,114.164763
"Private Collection Points (e.g. housing estates, shopping centres)",Guildford Garden,Basic,22.266934,114.162555
"Private Collection Points (e.g. housing estates, shopping centres)",Le Cachet,Basic,22.267625,114.187171
"Private Collection Points (e.g. housing estates, shopping centres)",Circle Lodge,Basic,22.237453,114.191635
"Private Collection Points (e.g. housing estates, shopping centres)",Monmouth Villa,Basic,22.27557,114.167949
"Private Collection Points (e.g. housing estates, shopping centres)",Caroline Garden,Basic,22.275646,114.185883
"Private Collection Points (e.g. housing estates, shopping centres)",Skyline Mansion Block 2,Basic,22.281512,114.142367
"Private Collection Points (e.g. housing estates, shopping centres)",Park Mansions,Basic,22.275845,114.157283
"Private Collection Points (e.g. housing estates, shopping centres)",The Harbourview,Basic,22.272985,114.160552
"Private Collection Points (e.g. housing estates, shopping centres)",Stewart Terrace,Basic,22.265198,114.154338
"Private Collection Points (e.g. housing estates, shopping centres)",The Regalis,Basic,22.269871,114.126504
"Private Collection Points (e.g. housing estates, shopping centres)",Yale Lodge,Basic,22.276208,114.159403
"Private Collection Points (e.g. housing estates, shopping centres)",Villa Veneto,Basic,22.282195,114.143819
"Private Collection Points (e.g. housing estates, shopping centres)",Bayview,Basic,22.25855,114.18935
"Private Collection Points (e.g. housing estates, shopping centres)",Greenview Terrace,Basic,22.368833,114.096135
"Private Collection Points (e.g. housing estates, shopping centres)",Yuen Long Genuine Court,Basic,22.437016,114.06547
"Private Collection Points (e.g. housing estates, shopping centres)",Placid Groves,Basic,22.438634,114.06364
"Private Collection Points (e.g. housing estates, shopping centres)",Full Silver Garden,Basic,22.425297,114.074316
"Private Collection Points (e.g. housing estates, shopping centres)",Galore Garden,Basic,22.439172,113.991347
"Private Collection Points (e.g. housing estates, shopping centres)",Julimount Garden,Basic,22.362171,114.177168
"Private Collection Points (e.g. housing estates, shopping centres)",Stanley Court,Basic,22.221416,114.211991
"Private Collection Points (e.g. housing estates, shopping centres)",Tai Tam Road  46,Basic,22.231813,114.22267
"Private Collection Points (e.g. housing estates, shopping centres)",Twin Brook,Basic,22.24419,114.19168
"Private Collection Points (e.g. housing estates, shopping centres)",Villa Rosa,Basic,22.233217,114.226648
"Private Collection Points (e.g. housing estates, shopping centres)",Sea Cliff Mansions,Basic,22.250882,114.193717
"Private Collection Points (e.g. housing estates, shopping centres)",Horizon Lodge,Basic,22.221058,114.202696
"Private Collection Points (e.g. housing estates, shopping centres)",Park Place,Basic,22.257688,114.194342
"Private Collection Points (e.g. housing estates, shopping centres)",Pinecrest,Basic,22.239139,114.189598
"Private Collection Points (e.g. housing estates, shopping centres)",56 Repulse Bay Road,Basic,22.23756,114.193321
"Private Collection Points (e.g. housing estates, shopping centres)",81 Repulse Bay Road,Basic,22.237809,114.191496
"Private Collection Points (e.g. housing estates, shopping centres)",Repulse Bay Towers,Basic,22.238505,114.197299
"Private Collection Points (e.g. housing estates, shopping centres)",Sunshine Villa,Basic,22.260143,114.14913
"Private Collection Points (e.g. housing estates, shopping centres)",6-16 Peel Rise,Basic,22.264599,114.151689
"Private Collection Points (e.g. housing estates, shopping centres)",Village Garden,Basic,22.267734,114.183922
"Private Collection Points (e.g. housing estates, shopping centres)",Plover Cove Garden,Basic,22.44897,114.168842
"Private Collection Points (e.g. housing estates, shopping centres)",Jade Garden,Basic,22.340675,114.178573
"Private Collection Points (e.g. housing estates, shopping centres)",Manhattan Court,Basic,22.342958,114.177782
"Private Collection Points (e.g. housing estates, shopping centres)",Tropicana Gardens,Basic,22.342101,114.197301
"Private Collection Points (e.g. housing estates, shopping centres)",Central Heights,Basic,22.307226,114.257999
"Private Collection Points (e.g. housing estates, shopping centres)",Full Wealth Gardens,Basic,22.290438,114.203878
"Private Collection Points (e.g. housing estates, shopping centres)",Las Pinadas,Basic,22.248486,114.182372
"Private Collection Points (e.g. housing estates, shopping centres)",Fortuna Court,Basic,22.269448,114.183829
"Private Collection Points (e.g. housing estates, shopping centres)",Chester Court,Basic,22.26756,114.18105
"Private Collection Points (e.g. housing estates, shopping centres)",Palm Beach,Basic,22.374177,113.989407
"Private Collection Points (e.g. housing estates, shopping centres)",Wesley Villa,Basic,22.409177,114.206457
"Private Collection Points (e.g. housing estates, shopping centres)",Scholars Lodge,Basic,22.329967,114.17914
"Private Collection Points (e.g. housing estates, shopping centres)",Ka Young Building,Basic,22.326766,114.182768
"Private Collection Points (e.g. housing estates, shopping centres)",Fairlane Tower,Basic,22.274176,114.160554
"Private Collection Points (e.g. housing estates, shopping centres)",Park View Garden,Basic,22.378127,114.172471
"Private Collection Points (e.g. housing estates, shopping centres)",The Colonnade,Basic,22.268315,114.189617
"Private Collection Points (e.g. housing estates, shopping centres)",Cragside Mansion,Basic,22.271046,114.157533
"Private Collection Points (e.g. housing estates, shopping centres)",Hau Yuen,Basic,22.246452,114.178424
"Private Collection Points (e.g. housing estates, shopping centres)",Barker Villa,Basic,22.270153,114.15366
"Private Collection Points (e.g. housing estates, shopping centres)",The Hazelton,Basic,22.24742,114.177164
"Private Collection Points (e.g. housing estates, shopping centres)",Jazz Garden (Phase 1),Basic,22.429506,114.092416
"Private Collection Points (e.g. housing estates, shopping centres)",Jazz Garden (Phase 2),Basic,22.42463,114.070913
"Private Collection Points (e.g. housing estates, shopping centres)",Marina Garden,Basic,22.371854,113.971052
"Private Collection Points (e.g. housing estates, shopping centres)",Tsz On Court Block A On Yan House,Basic,22.348305,114.201797
"Private Collection Points (e.g. housing estates, shopping centres)",King's Court,Basic,22.264812,114.150861
"Private Collection Points (e.g. housing estates, shopping centres)",Rambler Crest,Basic,22.342901,114.110363
"Private Collection Points (e.g. housing estates, shopping centres)",Hanley Villa,Basic,22.369436,114.091456
"Private Collection Points (e.g. housing estates, shopping centres)",Siu Kwai Court,Basic,22.405157,113.966544
"Private Collection Points (e.g. housing estates, shopping centres)",Miami Crescent,Basic,22.477229,114.112798
"Private Collection Points (e.g. housing estates, shopping centres)",Shatin Park Stage I,Basic,22.379469,114.197536
"Private Collection Points (e.g. housing estates, shopping centres)",Ocean Pointe,Basic,22.365659,114.06275
"Private Collection Points (e.g. housing estates, shopping centres)",The Merton,Basic,22.283597,114.126274
"Private Collection Points (e.g. housing estates, shopping centres)",Fu Lam Garden,Basic,22.438924,113.990441
"Private Collection Points (e.g. housing estates, shopping centres)",Carlton Court,Basic,22.309674,114.187441
"Private Collection Points (e.g. housing estates, shopping centres)",Grandview Garden,Basic,22.320423,114.188887
"Private Collection Points (e.g. housing estates, shopping centres)",South Hillcrest,Basic,22.412576,113.983795
"Private Collection Points (e.g. housing estates, shopping centres)",37 Repulse Bay Road,Basic,22.246214,114.192001
"Private Collection Points (e.g. housing estates, shopping centres)",Europa Garden,Basic,22.502943,114.096962
"Private Collection Points (e.g. housing estates, shopping centres)",Paradise Square,Basic,22.316453,114.172901
"Private Collection Points (e.g. housing estates, shopping centres)",The Primrose,Basic,22.332586,114.173402
"Private Collection Points (e.g. housing estates, shopping centres)",Vision Court,Basic,22.326457,114.180773
"Private Collection Points (e.g. housing estates, shopping centres)",Sunpeace Court,Basic,22.326596,114.179175
"Private Collection Points (e.g. housing estates, shopping centres)",Ming Court,Basic,22.326701,114.177623
"Private Collection Points (e.g. housing estates, shopping centres)",Tai Po Centre,Basic,22.451738,114.169749
"Private Collection Points (e.g. housing estates, shopping centres)",Greenery Place,Basic,22.440151,114.020957
"Private Collection Points (e.g. housing estates, shopping centres)",Covent Garden,Basic,22.440999,114.021002
"Private Collection Points (e.g. housing estates, shopping centres)",Banoo Villa,Basic,22.218049,114.213694
"Private Collection Points (e.g. housing estates, shopping centres)",Cherry Court,Basic,22.327787,114.184274
"Private Collection Points (e.g. housing estates, shopping centres)",Gallant Court,Basic,22.325787,114.176734
"Private Collection Points (e.g. housing estates, shopping centres)",Belvedere Heights,Basic,22.327007,114.187562
"Private Collection Points (e.g. housing estates, shopping centres)",Skylight Tower,Basic,22.28414,114.143388
"Private Collection Points (e.g. housing estates, shopping centres)",Oxford Heights,Basic,22.328101,114.187748
"Private Collection Points (e.g. housing estates, shopping centres)",University Court,Basic,22.327447,114.184827
"Private Collection Points (e.g. housing estates, shopping centres)",Bijou Apartments,Basic,22.323857,114.168803
"Private Collection Points (e.g. housing estates, shopping centres)",Bijou Court,Basic,22.323917,114.169339
"Private Collection Points (e.g. housing estates, shopping centres)",Hunghom Gardens,Basic,22.309743,114.186741
"Private Collection Points (e.g. housing estates, shopping centres)",1 Lion Rock Road,Basic,22.327926,114.187922
"Private Collection Points (e.g. housing estates, shopping centres)",Eastbourne Court,Basic,22.343705,114.176678
